id,observed_on,user_id,user_login,created_at,quality_grade,url,image_url,description,place_guess,latitude,longitude,positional_accuracy,private_latitude,private_longitude,geoprivacy,species_guess,scientific_name,common_name,iconic_taxon_name
221761492,2024-06-09,5339023,elias_bowman,2024-06-10 06:49:24 UTC,research,https://www.inaturalist.org/observations/221761492,https://static.inaturalist.org/photos/392754863/medium.jpg,"","Selkirk St, Whitehorse, YT, CA",60.7068613032,-135.0370544662,3,,,,Pretty Jacob's-ladder,Polemonium pulcherrimum,Pretty Jacob's-ladder,Plantae
221761700,2024-06-09,5339023,elias_bowman,2024-06-10 06:52:11 UTC,research,https://www.inaturalist.org/observations/221761700,https://static.inaturalist.org/photos/392754927/medium.jpg,"","Selkirk St, Whitehorse, YT, CA",60.7066860376,-135.0375292172,3,,,,trembling aspen,Populus tremuloides,trembling aspen,Plantae
221763185,2024-06-09,5339023,elias_bowman,2024-06-10 07:07:58 UTC,research,https://www.inaturalist.org/observations/221763185,https://static.inaturalist.org/photos/393008255/medium.jpg,"","Lewes Blvd, Whitehorse, YT, CA",60.7064749144,-135.0341345486,64,,,,Aspen Serpentine Leafminer Moth,Phyllocnistis populiella,Aspen Serpentine Leafminer Moth,Insecta
221763444,2024-06-10,5339023,elias_bowman,2024-06-10 07:11:39 UTC,needs_id,https://www.inaturalist.org/observations/221763444,https://static.inaturalist.org/photos/393008290/medium.jpg,Team shrub says willow,"Selkirk St, Whitehorse, YT, CA",60.7048033333,-135.0419305,6,,,,Willows,Salix,Willows,Plantae
221860698,2024-06-09,7486871,beaucheminalex,2024-06-10 18:02:23 UTC,research,https://www.inaturalist.org/observations/221860698,https://inaturalist-open-data.s3.amazonaws.com/photos/392935626/medium.jpg,"","Alaska Hwy, Haines Junction, YT, CA",60.82143,-137.390975,4,,,,Pretty Jacob's-ladder,Polemonium pulcherrimum,Pretty Jacob's-ladder,Plantae
221861962,2024-06-10,160274,camerondeckert,2024-06-10 18:08:53 UTC,research,https://www.inaturalist.org/observations/221861962,https://inaturalist-open-data.s3.amazonaws.com/photos/392952226/medium.jpg,"","High Rd, Inuvik, NT, CA",68.3483283333,-133.6883083333,6,,,,Snowshoe Hare,Lepus americanus,Snowshoe Hare,Mammalia
221879385,2024-06-10,3652753,ciaranorton,2024-06-10 19:33:16 UTC,research,https://www.inaturalist.org/observations/221879385,https://inaturalist-open-data.s3.amazonaws.com/photos/392970280/medium.jpg,"","Yukon, CA-YT, CA",61.0274009966,-138.404469397,4,,,,Canadian Tiger Swallowtail,Papilio canadensis,Canadian Tiger Swallowtail,Insecta
221879502,2024-06-10,3652753,ciaranorton,2024-06-10 19:33:47 UTC,research,https://www.inaturalist.org/observations/221879502,https://inaturalist-open-data.s3.amazonaws.com/photos/392970584/medium.jpg,"","Yukon, CA-YT, CA",61.0282432521,-138.4050686193,5,,,,Yellow Mountain-avens,Dryas drummondii,Yellow Mountain-avens,Plantae
221894975,2024-06-10,7486871,beaucheminalex,2024-06-10 20:42:24 UTC,research,https://www.inaturalist.org/observations/221894975,https://inaturalist-open-data.s3.amazonaws.com/photos/393000112/medium.jpg,"","Old Highway Rd, Destruction Bay, YT, CA",61.0276820418,-138.4022566584,7,,,,Snowshoe Hare,Lepus americanus,Snowshoe Hare,Mammalia
221899336,2024-06-10,5339023,elias_bowman,2024-06-10 21:02:43 UTC,needs_id,https://www.inaturalist.org/observations/221899336,https://static.inaturalist.org/photos/393008447/medium.jpg,"","Yukon River, Whitehorse, YT, CA",60.720875,-135.0498666667,4,,,,Stripetail and Springfly Stoneflies,Perlodidae,Stripetail and Springfly Stoneflies,Insecta
221941079,2024-06-10,160274,camerondeckert,2024-06-11 01:05:06 UTC,research,https://www.inaturalist.org/observations/221941079,https://inaturalist-open-data.s3.amazonaws.com/photos/393088579/medium.jpg,"","Tank Farm Rd, Inuvik, NT, CA",68.3667283333,-133.75542,,,,,Short-billed Gull,Larus brachyrhynchus,Short-billed Gull,Aves
221947247,2024-06-10,160274,camerondeckert,2024-06-11 01:47:10 UTC,needs_id,https://www.inaturalist.org/observations/221947247,,"","Lagoon Rd, Inuvik, NT, CA",68.364783828,-133.7490529729,4,,,,"",Passerella iliaca zaboria,Western Red Fox Sparrow,Aves
221961422,2024-06-10,3652753,ciaranorton,2024-06-11 03:21:30 UTC,needs_id,https://www.inaturalist.org/observations/221961422,https://inaturalist-open-data.s3.amazonaws.com/photos/393129006/medium.jpg,"","Yukon, CA-YT, CA",61.0324227854,-138.4084492385,4,,,,Aleuritia,Aleuritia,,Plantae
221975238,2024-06-10,4634238,charlottemittelstaedt,2024-06-11 05:26:55 UTC,research,https://www.inaturalist.org/observations/221975238,https://inaturalist-open-data.s3.amazonaws.com/photos/393156816/medium.jpg,"","Alaska Hwy, Burwash Landing, YT, CA",60.9345366667,-137.97432,3,,,,common yarrow,Achillea millefolium,common yarrow,Plantae
221975397,2024-06-10,4634238,charlottemittelstaedt,2024-06-11 05:28:02 UTC,research,https://www.inaturalist.org/observations/221975397,https://inaturalist-open-data.s3.amazonaws.com/photos/393157093/medium.jpg,"","Alaska Hwy, Carmacks, YT, CA",60.8134,-136.7883133333,4,,,,American Bison,Bison bison,American Bison,Mammalia
221984366,2024-06-10,8250257,gina_mamayauk,2024-06-11 07:15:08 UTC,research,https://www.inaturalist.org/observations/221984366,https://static.inaturalist.org/photos/393173839/medium.jpeg,"Inuvialuktun: mitqutailaq

Many terns defending their nests","Inuvik, CA-NT, CA",68.5304271369,-133.992049837,,,,obscured,Arctic Tern,Sterna paradisaea,Arctic Tern,Aves
221987001,2024-06-09,8250257,gina_mamayauk,2024-06-11 07:48:07 UTC,needs_id,https://www.inaturalist.org/observations/221987001,https://static.inaturalist.org/photos/393179186/medium.jpeg,"","Colville Lake, NT X0E 1L0, Canada",68.5375673,-133.7729332,,,,,marsh Labrador tea,Rhododendron tomentosum,marsh Labrador tea,Plantae
221988451,2024-06-09,8250257,gina_mamayauk,2024-06-11 07:59:53 UTC,needs_id,https://www.inaturalist.org/observations/221988451,https://static.inaturalist.org/photos/393181096/medium.jpeg,"Cranberry Blue or Northern Blue. 
Located in wet open tundra","Colville Lake, NT X0E 1L0, Canada",68.4358889743,-133.4852010012,15783,,,,Typical Blues,Polyommatini,Typical Blues,Insecta
221988840,2024-06-10,8250257,gina_mamayauk,2024-06-11 08:04:44 UTC,research,https://www.inaturalist.org/observations/221988840,https://static.inaturalist.org/photos/393181998/medium.jpeg,,"Inuvik Region, NT, Canada",68.5170389,-133.9666234,,,,,American Beaver,Castor canadensis,Canadian Beaver,Mammalia
221989582,2024-06-09,8250257,gina_mamayauk,2024-06-11 08:13:35 UTC,needs_id,https://www.inaturalist.org/observations/221989582,https://static.inaturalist.org/photos/393183621/medium.jpeg,Inuvialuktun: mannik (sallirmiutun); puyualuk (kangiryuarmiutun),"Colville Lake, NT X0E 1L0, Canada",68.468314,-133.7592648,,,,,puffballs,Lycoperdaceae,Pets-de-loup,Fungi
221990503,2024-06-09,8250257,gina_mamayauk,2024-06-11 08:23:25 UTC,research,https://www.inaturalist.org/observations/221990503,https://static.inaturalist.org/photos/393185363/medium.jpeg,,"Colville Lake, NT X0E 1L0, Canada",68.4684113997,-133.7591524997,,,,,Western Sweet Coltsfoot,Petasites frigidus palmatus,Western Sweet Coltsfoot,Plantae
221990903,2024-06-09,8250257,gina_mamayauk,2024-06-11 08:27:20 UTC,needs_id,https://www.inaturalist.org/observations/221990903,https://static.inaturalist.org/photos/393185976/medium.jpeg,,"Colville Lake, NT X0E 1L0, Canada",68.5371683997,-133.770486,,,,,,Myrica gale,sweet gale,Plantae
222044443,2024-06-10,5339023,elias_bowman,2024-06-11 15:21:52 UTC,needs_id,https://www.inaturalist.org/observations/222044443,https://static.inaturalist.org/photos/393282795/medium.jpg,Side of Alaska highway ,"Alaska Hwy, Burwash Landing, YT, CA",60.9346883333,-137.9742583333,4,,,,"",Peltigera canina,dog pelt lichen,Fungi
222046190,2024-06-09,1613659,teamshrub,2024-06-11 15:31:51 UTC,research,https://www.inaturalist.org/observations/222046190,https://inaturalist-open-data.s3.amazonaws.com/photos/393286194/medium.jpg,"","Alaska Hwy, Haines Junction, YT, CA",60.7551941639,-136.1350906391,55,,,,Elk,Cervus canadensis,Elk,Mammalia
222046352,2024-06-10,4634238,charlottemittelstaedt,2024-06-11 15:32:43 UTC,research,https://www.inaturalist.org/observations/222046352,https://inaturalist-open-data.s3.amazonaws.com/photos/394870843/medium.jpg,"","Alaska Hwy, Haines Junction, YT, CA",61.0183861667,-138.321105,4,,,,American Black Bear,Ursus americanus,American Black Bear,Mammalia
222047680,2024-06-10,3652753,ciaranorton,2024-06-11 15:40:03 UTC,research,https://www.inaturalist.org/observations/222047680,https://inaturalist-open-data.s3.amazonaws.com/photos/393288987/medium.jpg,"","Old Highway Rd, Destruction Bay, YT, CA",61.0278675656,-138.4023669466,4,,,,Arctic Ground Squirrel,Urocitellus parryii,Arctic Ground Squirrel,Mammalia
222048577,2024-06-10,7486871,beaucheminalex,2024-06-11 15:44:00 UTC,research,https://www.inaturalist.org/observations/222048577,https://inaturalist-open-data.s3.amazonaws.com/photos/393291191/medium.jpg,"","Silver City Airport, Destruction Bay, YT, CA",61.0315638333,-138.40515,4,,,,Gorman's Beardtongue,Penstemon gormanii,Gorman's Beardtongue,Plantae
222049783,2024-06-10,7486871,beaucheminalex,2024-06-11 15:49:49 UTC,research,https://www.inaturalist.org/observations/222049783,https://inaturalist-open-data.s3.amazonaws.com/photos/393294344/medium.jpg,"","Destruction Bay, YT, CA",61.0323028333,-138.40828,4,,,,Sudetic Lousewort,Pedicularis sudetica,Sudetic Lousewort,Plantae
222051379,2024-06-10,7486871,beaucheminalex,2024-06-11 15:57:00 UTC,research,https://www.inaturalist.org/observations/222051379,https://inaturalist-open-data.s3.amazonaws.com/photos/393295085/medium.jpg,"","Destruction Bay, YT, CA",61.0324138333,-138.4084916667,4,,,,silvery primrose,Primula incana,silvery primrose,Plantae
222052218,2024-06-10,7486871,beaucheminalex,2024-06-11 16:01:36 UTC,research,https://www.inaturalist.org/observations/222052218,https://inaturalist-open-data.s3.amazonaws.com/photos/393296803/medium.jpg,"","Destruction Bay, YT, CA",61.0279916667,-138.4017033333,4,,,,Silvery Blue,Glaucopsyche lygdamus,Silvery Blue,Insecta
222052852,2024-06-10,7486871,beaucheminalex,2024-06-11 16:04:37 UTC,needs_id,https://www.inaturalist.org/observations/222052852,https://inaturalist-open-data.s3.amazonaws.com/photos/393298020/medium.jpg,"","Destruction Bay, YT, CA",61.0294611667,-138.4073033333,21,,,,"",Ceratodon purpureus,Redshank,Plantae
222075550,2024-06-10,160274,camerondeckert,2024-06-11 17:54:04 UTC,needs_id,https://www.inaturalist.org/observations/222075550,https://inaturalist-open-data.s3.amazonaws.com/photos/393339443/medium.jpg,"","Lagoon Rd, Inuvik, NT, CA",68.364825,-133.749045,,,,,"",Passerella iliaca zaboria,Western Red Fox Sparrow,Aves
222075695,2024-06-10,160274,camerondeckert,2024-06-11 17:54:59 UTC,research,https://www.inaturalist.org/observations/222075695,https://inaturalist-open-data.s3.amazonaws.com/photos/393339304/medium.jpg,"","Lagoon Rd, Inuvik, NT, CA",68.3649216667,-133.7492783333,,,,,Yellow Warbler,Setophaga petechia,Yellow Warbler,Aves
222075846,2024-06-10,160274,camerondeckert,2024-06-11 17:55:46 UTC,needs_id,https://www.inaturalist.org/observations/222075846,https://inaturalist-open-data.s3.amazonaws.com/photos/393339553/medium.jpg,"","Lagoon Rd, Inuvik, NT, CA",68.3654783333,-133.7503783333,,,,,"",Larus brachyrhynchus,Short-billed Gull,Aves
222076177,2024-06-10,160274,camerondeckert,2024-06-11 17:57:35 UTC,research,https://www.inaturalist.org/observations/222076177,https://inaturalist-open-data.s3.amazonaws.com/photos/393341467/medium.jpg,"","Tank Farm Rd, Inuvik, NT, CA",68.36712,-133.7558366667,,,,,Lesser Scaup,Aythya affinis,Lesser Scaup,Aves
222076534,2024-06-10,160274,camerondeckert,2024-06-11 17:59:33 UTC,research,https://www.inaturalist.org/observations/222076534,https://inaturalist-open-data.s3.amazonaws.com/photos/393340948/medium.jpg,"","Tank Farm Rd, Inuvik, NT, CA",68.3666533333,-133.75523,,,,,Lesser Scaup,Aythya affinis,Lesser Scaup,Aves
222076758,2024-06-10,160274,camerondeckert,2024-06-11 18:00:35 UTC,research,https://www.inaturalist.org/observations/222076758,https://inaturalist-open-data.s3.amazonaws.com/photos/393341304/medium.jpg,"","Tank Farm Rd, Inuvik, NT, CA",68.3695966667,-133.75847,,,,,Short-billed Gull,Larus brachyrhynchus,Short-billed Gull,Aves
222077301,2024-06-10,160274,camerondeckert,2024-06-11 18:03:40 UTC,research,https://www.inaturalist.org/observations/222077301,https://inaturalist-open-data.s3.amazonaws.com/photos/393342484/medium.jpg,"","Tank Farm Rd, Inuvik, NT, CA",68.3703966667,-133.7595033333,,,,,Lesser Scaup,Aythya affinis,Lesser Scaup,Aves
222077846,2024-06-10,160274,camerondeckert,2024-06-11 18:06:09 UTC,research,https://www.inaturalist.org/observations/222077846,https://inaturalist-open-data.s3.amazonaws.com/photos/393343433/medium.jpg,Top duck! ,"Tank Farm Rd, Inuvik, NT, CA",68.370655,-133.7600416667,,,,,Northern Pintail,Anas acuta,Northern Pintail,Aves
222078039,2024-06-10,160274,camerondeckert,2024-06-11 18:06:57 UTC,research,https://www.inaturalist.org/observations/222078039,https://inaturalist-open-data.s3.amazonaws.com/photos/393345726/medium.jpg,"","Tank Farm Rd, Inuvik, NT, CA",68.3712,-133.7610366667,,,,,Lesser Scaup,Aythya affinis,Lesser Scaup,Aves
222079126,2024-06-10,160274,camerondeckert,2024-06-11 18:13:24 UTC,research,https://www.inaturalist.org/observations/222079126,https://inaturalist-open-data.s3.amazonaws.com/photos/393346170/medium.jpg,"","Tank Farm Rd, Inuvik, NT, CA",68.3708866667,-133.7604583333,,,,,Lesser Scaup,Aythya affinis,Lesser Scaup,Aves
222097676,2024-06-11,160274,camerondeckert,2024-06-11 19:47:59 UTC,needs_id,https://www.inaturalist.org/observations/222097676,,"","Lagoon Rd, Inuvik, NT, CA",68.3650205323,-133.7494567616,8,,,,"",Zonotrichia leucophrys gambelii,Gambel's White-crowned Sparrow,Aves
222098409,2024-06-11,160274,camerondeckert,2024-06-11 19:52:09 UTC,needs_id,https://www.inaturalist.org/observations/222098409,,"","Navy Rd, Inuvik, NT, CA",68.3646778504,-133.7488307438,7,,,,"",Setophaga petechia,Yellow Warbler,Aves
222099635,2024-06-11,160274,camerondeckert,2024-06-11 19:59:00 UTC,needs_id,https://www.inaturalist.org/observations/222099635,,"","Lagoon Rd, Inuvik, NT, CA",68.3645158533,-133.7472207489,4,,,,"",Leiothlypis celata,Orange-crowned Warbler,Aves
222099827,2024-06-11,160274,camerondeckert,2024-06-11 19:59:55 UTC,needs_id,https://www.inaturalist.org/observations/222099827,,"","Lagoon Rd, Inuvik, NT, CA",68.3644833894,-133.7473459308,4,,,,"",Parkesia noveboracensis,Northern Waterthrush,Aves
222110249,2024-06-09,160274,camerondeckert,2024-06-11 20:54:10 UTC,research,https://www.inaturalist.org/observations/222110249,https://inaturalist-open-data.s3.amazonaws.com/photos/393404734/medium.jpg,Mostly Herring Gull ,"High Rd, Inuvik, NT, CA",68.3473116667,-133.6773833333,,,,,Herring Gull,Larus argentatus,Herring Gull,Aves
222110436,2024-06-09,160274,camerondeckert,2024-06-11 20:55:29 UTC,research,https://www.inaturalist.org/observations/222110436,https://inaturalist-open-data.s3.amazonaws.com/photos/393405760/medium.jpg,"","High Rd, Inuvik, NT, CA",68.3473333333,-133.677245,,,,,Glaucous Gull,Larus hyperboreus,Glaucous Gull,Aves
222111094,2024-06-09,160274,camerondeckert,2024-06-11 20:59:05 UTC,research,https://www.inaturalist.org/observations/222111094,https://inaturalist-open-data.s3.amazonaws.com/photos/393406422/medium.jpg,Pink orbital ring but fairly pale iris; more white in wing tip than pure GWGU.,"High Rd, Inuvik, NT, CA",68.3473383333,-133.6769783333,,,,,Seward Gull,Larus glaucescens × hyperboreus,Seward Gull,Aves
222127107,2024-06-11,160274,camerondeckert,2024-06-11 22:35:23 UTC,research,https://www.inaturalist.org/observations/222127107,,"","High Rd, Inuvik, NT, CA",68.3480452595,-133.6872896218,7,,,,Wood Frog,Lithobates sylvaticus,Wood Frog,Amphibia
222134714,2024-06-11,160274,camerondeckert,2024-06-11 23:21:26 UTC,needs_id,https://www.inaturalist.org/observations/222134714,,"","Okpik St, Inuvik, NT, CA",68.3519902873,-133.6895176134,4,,,,"",Setophaga petechia,Yellow Warbler,Aves
